File,File.Name,Number.of.observations,population,measure,description,year,elig,race_code,sex_code,adjust,dual,url
"year 7, dual 0",Riskcost_Final_long_year_7_dual_0.csv,13817311,f,a,Risk-adj Total Cost,7,,,,,0,riskcost_final_long_year_7_dual_0
"year 7, dual 1",Riskcost_Final_long_year_7_dual_1.csv,10623317,f,a,Risk-adj Total Cost,7,,,,,1,riskcost_final_long_year_7_dual_1
"year 8, dual all",Riskcost_Final_long_year_8_dual_all.csv,16875335,f,a,Risk-adj Total Cost,8,,,,,.,riskcost_final_long_year_8_dual_all
"year 8, dual 0",Riskcost_Final_long_year_8_dual_0.csv,13912761,f,a,Risk-adj Total Cost,8,,,,,0,riskcost_final_long_year_8_dual_0
"year 8, dual 1",Riskcost_Final_long_year_8_dual_1.csv,10587870,f,a,Risk-adj Total Cost,8,,,,,1,riskcost_final_long_year_8_dual_1
,Mdcr_pmt_Final_long.csv,7497844,f,b,Medicare Reimbursement,345678,,,,,,mdcr_pmt_final_long_12_18
"year 2, eligcat all , dual all",Precare_Final_long_year_2_eligcat_all_dual_all.csv,10582030,f,c,preventive care,2,.,,,,.,precare_final_long_year_2_eligcat_all_dual_all
"year 2, eligcat all , dual 0",Precare_Final_long_year_2_eligcat_all_dual_0.csv,9804248,f,c,preventive care,2,.,,,,0,precare_final_long_year_2_eligcat_all_dual_0
"year 2, eligcat all , dual 1",Precare_Final_long_year_2_eligcat_all_dual_1.csv,8357767,f,c,preventive care,2,.,,,,1,precare_final_long_year_2_eligcat_all_dual_1
"year 2, eligcat 0, dual all",Precare_Final_long_year_2_eligcat_0_dual_all.csv,8452124,f,c,preventive care,2,0,,,,.,precare_final_long_year_2_eligcat_0_dual_all
"year 2, eligcat 0, dual 0",Precare_Final_long_year_2_eligcat_0_dual_0.csv,8065326,f,c,preventive care,2,0,,,,0,precare_final_long_year_2_eligcat_0_dual_0
"year 2, eligcat 0, dual 1",Precare_Final_long_year_2_eligcat_0_dual_1.csv,6121537,f,c,preventive care,2,0,,,,1,precare_final_long_year_2_eligcat_0_dual_1
"year 2, eligcat 1, dual all",Precare_Final_long_year_2_eligcat_1_dual_all.csv,8118246,f,c,preventive care,2,1,,,,.,precare_final_long_year_2_eligcat_1_dual_all
"year 2, eligcat 1, dual 0",Precare_Final_long_year_2_eligcat_1_dual_0.csv,7035579,f,c,preventive care,2,1,,,,0,precare_final_long_year_2_eligcat_1_dual_0
"year 2, eligcat 1, dual 1",Precare_Final_long_year_2_eligcat_1_dual_1.csv,6512693,f,c,preventive care,2,1,,,,1,precare_final_long_year_2_eligcat_1_dual_1
"year 2, eligcat 2",Precare_Final_long_year_2_eligcat_2.csv,3195145,f,c,Preventive Care,2,2,,,,,precare_final_long_year_2_eligcat_2
"year 2, eligcat 3",Precare_Final_long_year_2_eligcat_3.csv,4165687,f,c,Preventive Care,2,3,,,,,precare_final_long_year_2_eligcat_3
"year 3, eligcat all , dual all",Precare_Final_long_year_3_eligcat_all_dual_all.csv,10625884,f,c,preventive care,3,.,,,,.,precare_final_long_year_3_eligcat_all_dual_all
"year 3, eligcat all , dual 0",Precare_Final_long_year_3_eligcat_all_dual_0.csv,9849160,f,c,preventive care,3,.,,,,0,precare_final_long_year_3_eligcat_all_dual_0
"year 3, eligcat all , dual 1",Precare_Final_long_year_3_eligcat_all_dual_1.csv,8362768,f,c,preventive care,3,.,,,,1,precare_final_long_year_3_eligcat_all_dual_1
"year 3, eligcat 0, dual all",Precare_Final_long_year_3_eligcat_0_dual_all.csv,8483107,f,c,preventive care,3,0,,,,.,precare_final_long_year_3_eligcat_0_dual_all
"year 3, eligcat 0, dual 0",Precare_Final_long_year_3_eligcat_0_dual_0.csv,8104830,f,c,preventive care,3,0,,,,0,precare_final_long_year_3_eligcat_0_dual_0
"year 3, eligcat 0, dual 1",Precare_Final_long_year_3_eligcat_0_dual_1.csv,6102064,f,c,preventive care,3,0,,,,1,precare_final_long_year_3_eligcat_0_dual_1
"year 3, eligcat 1, dual all",Precare_Final_long_year_3_eligcat_1_dual_all.csv,8143134,f,c,preventive care,3,1,,,,.,precare_final_long_year_3_eligcat_1_dual_all
"year 3, eligcat 1, dual 0",Precare_Final_long_year_3_eligcat_1_dual_0.csv,7068735,f,c,preventive care,3,1,,,,0,precare_final_long_year_3_eligcat_1_dual_0
"year 3, eligcat 1, dual 1",Precare_Final_long_year_3_eligcat_1_dual_1.csv,6525065,f,c,preventive care,3,1,,,,1,precare_final_long_year_3_eligcat_1_dual_1
"year 3, eligcat 2",Precare_Final_long_year_3_eligcat_2.csv,3213786,f,c,Preventive Care,3,2,,,,,precare_final_long_year_3_eligcat_2
"year 3, eligcat 3",Precare_Final_long_year_3_eligcat_3.csv,4201219,f,c,Preventive Care,3,3,,,,,precare_final_long_year_3_eligcat_3
"year 4, eligcat all , dual all",Precare_Final_long_year_4_eligcat_all_dual_all.csv,10653547,f,c,preventive care,4,.,,,,.,precare_final_long_year_4_eligcat_all_dual_all
"year 4, eligcat all , dual 0",Precare_Final_long_year_4_eligcat_all_dual_0.csv,9895568,f,c,preventive care,4,.,,,,0,precare_final_long_year_4_eligcat_all_dual_0
"year 4, eligcat all , dual 1",Precare_Final_long_year_4_eligcat_all_dual_1.csv,8334071,f,c,preventive care,4,.,,,,1,precare_final_long_year_4_eligcat_all_dual_1
"year 4, eligcat 0, dual all",Precare_Final_long_year_4_eligcat_0_dual_all.csv,8518421,f,c,preventive care,4,0,,,,.,precare_final_long_year_4_eligcat_0_dual_all
"year 4, eligcat 0, dual 0",Precare_Final_long_year_4_eligcat_0_dual_0.csv,8145578,f,c,preventive care,4,0,,,,0,precare_final_long_year_4_eligcat_0_dual_0
"year 4, eligcat 0, dual 1",Precare_Final_long_year_4_eligcat_0_dual_1.csv,6073587,f,c,preventive care,4,0,,,,1,precare_final_long_year_4_eligcat_0_dual_1
"year 4, eligcat 1, dual all",Precare_Final_long_year_4_eligcat_1_dual_all.csv,8145523,f,c,preventive care,4,1,,,,.,precare_final_long_year_4_eligcat_1_dual_all
"year 4, eligcat 1, dual 0",Precare_Final_long_year_4_eligcat_1_dual_0.csv,7089724,f,c,preventive care,4,1,,,,0,precare_final_long_year_4_eligcat_1_dual_0
"year 4, eligcat 1, dual 1",Precare_Final_long_year_4_eligcat_1_dual_1.csv,6502420,f,c,preventive care,4,1,,,,1,precare_final_long_year_4_eligcat_1_dual_1
"year 4, eligcat 2",Precare_Final_long_year_4_eligcat_2.csv,3356225,f,c,Preventive Care,4,2,,,,,precare_final_long_year_4_eligcat_2
"year 4, eligcat 3",Precare_Final_long_year_4_eligcat_3.csv,4066396,f,c,Preventive Care,4,3,,,,,precare_final_long_year_4_eligcat_3
"year 5, eligcat all , dual all",Precare_Final_long_year_5_eligcat_all_dual_all.csv,10706528,f,c,preventive care,5,.,,,,.,precare_final_long_year_5_eligcat_all_dual_all
"year 5, eligcat all , dual 0",Precare_Final_long_year_5_eligcat_all_dual_0.csv,9959352,f,c,preventive care,5,.,,,,0,precare_final_long_year_5_eligcat_all_dual_0
"year 5, eligcat all , dual 1",Precare_Final_long_year_5_eligcat_all_dual_1.csv,8332181,f,c,preventive care,5,.,,,,1,precare_final_long_year_5_eligcat_all_dual_1
"year 5, eligcat 0, dual all",Precare_Final_long_year_5_eligcat_0_dual_all.csv,8580283,f,c,preventive care,5,0,,,,.,precare_final_long_year_5_eligcat_0_dual_all
"year 5, eligcat 0, dual 0",Precare_Final_long_year_5_eligcat_0_dual_0.csv,8216212,f,c,preventive care,5,0,,,,0,precare_final_long_year_5_eligcat_0_dual_0
"year 5, eligcat 0, dual 1",Precare_Final_long_year_5_eligcat_0_dual_1.csv,6072569,f,c,preventive care,5,0,,,,1,precare_final_long_year_5_eligcat_0_dual_1
"year 5, eligcat 1, dual all",Precare_Final_long_year_5_eligcat_1_dual_all.csv,8171614,f,c,preventive care,5,1,,,,.,precare_final_long_year_5_eligcat_1_dual_all
"year 5, eligcat 1, dual 0",Precare_Final_long_year_5_eligcat_1_dual_0.csv,7122390,f,c,preventive care,5,1,,,,0,precare_final_long_year_5_eligcat_1_dual_0
"year 5, eligcat 1, dual 1",Precare_Final_long_year_5_eligcat_1_dual_1.csv,6502533,f,c,preventive care,5,1,,,,1,precare_final_long_year_5_eligcat_1_dual_1
"year 5, eligcat 2",Precare_Final_long_year_5_eligcat_2.csv,3580267,f,c,Preventive Care,5,2,,,,,precare_final_long_year_5_eligcat_2
"year 5, eligcat 3",Precare_Final_long_year_5_eligcat_3.csv,3895919,f,c,Preventive Care,5,3,,,,,precare_final_long_year_5_eligcat_3
"year 6, eligcat all , dual all",Precare_Final_long_year_6_eligcat_all_dual_all.csv,10741069,f,c,preventive care,6,.,,,,.,precare_final_long_year_6_eligcat_all_dual_all
"year 6, eligcat all , dual 0",Precare_Final_long_year_6_eligcat_all_dual_0.csv,9975665,f,c,preventive care,6,.,,,,0,precare_final_long_year_6_eligcat_all_dual_0
"year 6, eligcat all , dual 1",Precare_Final_long_year_6_eligcat_all_dual_1.csv,8393931,f,c,preventive care,6,.,,,,1,precare_final_long_year_6_eligcat_all_dual_1
"year 6, eligcat 0, dual all",Precare_Final_long_year_6_eligcat_0_dual_all.csv,8606794,f,c,preventive care,6,0,,,,.,precare_final_long_year_6_eligcat_0_dual_all
"year 6, eligcat 0, dual 0",Precare_Final_long_year_6_eligcat_0_dual_0.csv,8240610,f,c,preventive care,6,0,,,,0,precare_final_long_year_6_eligcat_0_dual_0
"year 6, eligcat 0, dual 1",Precare_Final_long_year_6_eligcat_0_dual_1.csv,6117791,f,c,preventive care,6,0,,,,1,precare_final_long_year_6_eligcat_0_dual_1
"year 6, eligcat 1, dual all",Precare_Final_long_year_6_eligcat_1_dual_all.csv,8195107,f,c,preventive care,6,1,,,,.,precare_final_long_year_6_eligcat_1_dual_all
"year 6, eligcat 1, dual 0",Precare_Final_long_year_6_eligcat_1_dual_0.csv,7112130,f,c,preventive care,6,1,,,,0,precare_final_long_year_6_eligcat_1_dual_0
"year 6, eligcat 1, dual 1",Precare_Final_long_year_6_eligcat_1_dual_1.csv,6561956,f,c,preventive care,6,1,,,,1,precare_final_long_year_6_eligcat_1_dual_1
"year 6, eligcat 2",Precare_Final_long_year_6_eligcat_2.csv,3790272,f,c,Preventive Care,6,2,,,,,precare_final_long_year_6_eligcat_2
"year 6, eligcat 3",Precare_Final_long_year_6_eligcat_3.csv,3717832,f,c,Preventive Care,6,3,,,,,precare_final_long_year_6_eligcat_3
"year 7, eligcat all , dual all",Precare_Final_long_year_7_eligcat_all_dual_all.csv,10760332,f,c,preventive care,7,.,,,,.,precare_final_long_year_7_eligcat_all_dual_all
"year 7, eligcat all , dual 0",Precare_Final_long_year_7_eligcat_all_dual_0.csv,9992683,f,c,preventive care,7,.,,,,0,precare_final_long_year_7_eligcat_all_dual_0
"year 7, eligcat all , dual 1",Precare_Final_long_year_7_eligcat_all_dual_1.csv,8399375,f,c,preventive care,7,.,,,,1,precare_final_long_year_7_eligcat_all_dual_1
"year 7, eligcat 0, dual all",Precare_Final_long_year_7_eligcat_0_dual_all.csv,8624198,f,c,preventive care,7,0,,,,.,precare_final_long_year_7_eligcat_0_dual_all
"year 7, eligcat 0, dual 0",Precare_Final_long_year_7_eligcat_0_dual_0.csv,8259438,f,c,preventive care,7,0,,,,0,precare_final_long_year_7_eligcat_0_dual_0
"year 7, eligcat 0, dual 1",Precare_Final_long_year_7_eligcat_0_dual_1.csv,6123725,f,c,preventive care,7,0,,,,1,precare_final_long_year_7_eligcat_0_dual_1
"year 7, eligcat 1, dual all",Precare_Final_long_year_7_eligcat_1_dual_all.csv,8213900,f,c,preventive care,7,1,,,,.,precare_final_long_year_7_eligcat_1_dual_all
"year 7, eligcat 1, dual 0",Precare_Final_long_year_7_eligcat_1_dual_0.csv,7117116,f,c,preventive care,7,1,,,,0,precare_final_long_year_7_eligcat_1_dual_0
"year 7, eligcat 1, dual 1",Precare_Final_long_year_7_eligcat_1_dual_1.csv,6575492,f,c,preventive care,7,1,,,,1,precare_final_long_year_7_eligcat_1_dual_1
"year 7, eligcat 2",Precare_Final_long_year_7_eligcat_2.csv,3970381,f,c,Preventive Care,7,2,,,,,precare_final_long_year_7_eligcat_2
"year 7, eligcat 3",Precare_Final_long_year_7_eligcat_3.csv,3502693,f,c,Preventive Care,7,3,,,,,precare_final_long_year_7_eligcat_3
"year 8, eligcat all , dual all",Precare_Final_long_year_8_eligcat_all_dual_all.csv,10775632,f,c,preventive care,8,.,,,,.,precare_final_long_year_8_eligcat_all_dual_all
"year 8, eligcat all , dual 0",Precare_Final_long_year_8_eligcat_all_dual_0.csv,10012550,f,c,preventive care,8,.,,,,0,precare_final_long_year_8_eligcat_all_dual_0
"year 8, eligcat all , dual 1",Precare_Final_long_year_8_eligcat_all_dual_1.csv,8376718,f,c,preventive care,8,.,,,,1,precare_final_long_year_8_eligcat_all_dual_1
"year 8, eligcat 0, dual all",Precare_Final_long_year_8_eligcat_0_dual_all.csv,8656356,f,c,preventive care,8,0,,,,.,precare_final_long_year_8_eligcat_0_dual_all
"year 8, eligcat 0, dual 0",Precare_Final_long_year_8_eligcat_0_dual_0.csv,8297280,f,c,preventive care,8,0,,,,0,precare_final_long_year_8_eligcat_0_dual_0
"year 8, eligcat 0, dual 1",Precare_Final_long_year_8_eligcat_0_dual_1.csv,6106053,f,c,preventive care,8,0,,,,1,precare_final_long_year_8_eligcat_0_dual_1
"year 8, eligcat 1, dual all",Precare_Final_long_year_8_eligcat_1_dual_all.csv,8202955,f,c,preventive care,8,1,,,,.,precare_final_long_year_8_eligcat_1_dual_all
"year 8, eligcat 1, dual 0",Precare_Final_long_year_8_eligcat_1_dual_0.csv,7117047,f,c,preventive care,8,1,,,,0,precare_final_long_year_8_eligcat_1_dual_0
"year 8, eligcat 1, dual 1",Precare_Final_long_year_8_eligcat_1_dual_1.csv,6542924,f,c,preventive care,8,1,,,,1,precare_final_long_year_8_eligcat_1_dual_1
"year 8, eligcat 2",Precare_Final_long_year_8_eligcat_2.csv,4099512,f,c,Preventive Care,8,2,,,,,precare_final_long_year_8_eligcat_2
"year 8, eligcat 3",Precare_Final_long_year_8_eligcat_3.csv,3238742,f,c,Preventive Care,8,3,,,,,precare_final_long_year_8_eligcat_3
dual all,Dschrg_Final_long_dual_all.csv,9424772,f,d,Discharge Destination,345678,,,,,.,dschrg_final_long_dual_all_12_18
dual 0,Dschrg_Final_long_dual_0.csv,8122052,f,d,Discharge Destination,345678,,,,,0,dschrg_final_long_dual_0_12_18
dual 1,Dschrg_Final_long_dual_1.csv,6318880,f,d,Discharge Destination,345678,,,,,1,dschrg_final_long_dual_1_12_18
"year 2, eligcatall, sexcat all, dual all",ED_Final_long_blankelig_year_2_sexcat_all_dual_all.csv,9910512,f,e,emergency room usage,2,.,,.,,.,ed_final_long_blankelig_year_2_sexcat_all_dual_all
"year 2, eligcatall, sexcat all, dual 0",ED_Final_long_blankelig_year_2_sexcat_all_dual_0.csv,9162737,f,e,emergency room usage,2,.,,.,,0,ed_final_long_blankelig_year_2_sexcat_all_dual_0
"year 2, eligcatall, sexcat all, dual 1",ED_Final_long_blankelig_year_2_sexcat_all_dual_1.csv,7935802,f,e,emergency room usage,2,.,,.,,1,ed_final_long_blankelig_year_2_sexcat_all_dual_1
"blank eligcat, year 2, sexcat 1, dual all",ED_Final_long_blankelig_year_2_sexcat_1_dual_all.csv,8688707,f,e,emergency room usage,2,.,,1,,.,ed_final_long_blankelig_year_2_sexcat_1_dual_all
"blank eligcat, year 2, sexcat 1, dual 0",ED_Final_long_blankelig_year_2_sexcat_1_dual_0.csv,8119653,f,e,emergency room usage,2,.,,1,,0,ed_final_long_blankelig_year_2_sexcat_1_dual_0
"blank eligcat, year 2, sexcat 1, dual 1",ED_Final_long_blankelig_year_2_sexcat_1_dual_1.csv,6453142,f,e,emergency room usage,2,.,,1,,1,ed_final_long_blankelig_year_2_sexcat_1_dual_1
"blank eligcat, year 2, sexcat 2, dual all",ED_Final_long_blankelig_year_2_sexcat_2_dual_all.csv,8807766,f,e,emergency room usage,2,.,,2,,.,ed_final_long_blankelig_year_2_sexcat_2_dual_all
"blank eligcat, year 2, sexcat 2, dual 0",ED_Final_long_blankelig_year_2_sexcat_2_dual_0.csv,8071423,f,e,emergency room usage,2,.,,2,,0,ed_final_long_blankelig_year_2_sexcat_2_dual_0
"blank eligcat, year 2, sexcat 2, dual 1",ED_Final_long_blankelig_year_2_sexcat_2_dual_1.csv,7206517,f,e,emergency room usage,2,.,,2,,1,ed_final_long_blankelig_year_2_sexcat_2_dual_1
"year 2, fltr1&2, eligcat0-3, sexcat all, dual all",ED_Final_long_nonblankelig_fltr12_year_2_sexcat_all_dual_all.csv,9199646,f,e,emergency room usage,2,1230,,.,12,.,ed_final_long_nonblankelig_fltr12_year_2_sexcat_all_dual_all
"year 2, fltr1&2, eligcat0-3, sexcat all, dual 0",ED_Final_long_nonblankelig_fltr12_year_2_sexcat_all_dual_0.csv,7970120,f,e,emergency room usage,2,1230,,.,12,0,ed_final_long_nonblankelig_fltr12_year_2_sexcat_all_dual_0
"year 2, fltr1&2, eligcat0-3, sexcat all, dual 1",ED_Final_long_nonblankelig_fltr12_year_2_sexcat_all_dual_1.csv,6806733,f,e,emergency room usage,2,1230,,.,12,1,ed_final_long_nonblankelig_fltr12_year_2_sexcat_all_dual_1
"year 2, fltr3&4, eligcat0-3, sexcat all, dual all",ED_Final_long_nonblankelig_fltr34_year_2_sexcat_all_dual_all.csv,9472556,f,e,emergency room usage,2,1230,,.,34,.,ed_final_long_nonblankelig_fltr34_year_2_sexcat_all_dual_all
"year 2, fltr3&4, eligcat0-3, sexcat all, dual 0",ED_Final_long_nonblankelig_fltr34_year_2_sexcat_all_dual_0.csv,8163301,f,e,emergency room usage,2,1230,,.,34,0,ed_final_long_nonblankelig_fltr34_year_2_sexcat_all_dual_0
"year 2, fltr3&4, eligcat0-3, sexcat all, dual 1",ED_Final_long_nonblankelig_fltr34_year_2_sexcat_all_dual_1.csv,7104244,f,e,emergency room usage,2,1230,,.,34,1,ed_final_long_nonblankelig_fltr34_year_2_sexcat_all_dual_1
"year 2, fltr1&2, eligcat0-3, sexcat 1",ED_Final_long_nonblankelig_fltr12_year_2_sexcat_1.csv,19579196,f,e,Emergency Room,2,1230,,1,12,,ed_final_long_nonblankelig_fltr12_year_2_sexcat_1
"year 2, fltr3&4, eligcat0-3, sexcat 1",ED_Final_long_nonblankelig_fltr34_year_2_sexcat_1.csv,20232801,f,e,Emergency Room,2,1230,,1,34,,ed_final_long_nonblankelig_fltr34_year_2_sexcat_1
"year 2, fltr1&2, eligcat0-3, sexcat 2",ED_Final_long_nonblankelig_fltr12_year_2_sexcat_2.csv,19721774,f,e,Emergency Room,2,1230,,2,12,,ed_final_long_nonblankelig_fltr12_year_2_sexcat_2
"year 2, fltr3&4, eligcat0-3, sexcat 2",ED_Final_long_nonblankelig_fltr34_year_2_sexcat_2.csv,20381051,f,e,Emergency Room,2,1230,,2,34,,ed_final_long_nonblankelig_fltr34_year_2_sexcat_2
"year 3, eligcatall, sexcat all, dual all",ED_Final_long_blankelig_year_3_sexcat_all_dual_all.csv,9961755,f,e,emergency room usage,3,.,,.,,.,ed_final_long_blankelig_year_3_sexcat_all_dual_all
"year 3, eligcatall, sexcat all, dual 0",ED_Final_long_blankelig_year_3_sexcat_all_dual_0.csv,9202425,f,e,emergency room usage,3,.,,.,,0,ed_final_long_blankelig_year_3_sexcat_all_dual_0
"year 3, eligcatall, sexcat all, dual 1",ED_Final_long_blankelig_year_3_sexcat_all_dual_1.csv,7946246,f,e,emergency room usage,3,.,,.,,1,ed_final_long_blankelig_year_3_sexcat_all_dual_1
"blank eligcat, year 3, sexcat 1, dual all",ED_Final_long_blankelig_year_3_sexcat_1_dual_all.csv,8709560,f,e,emergency room usage,3,.,,1,,.,ed_final_long_blankelig_year_3_sexcat_1_dual_all
"blank eligcat, year 3, sexcat 1, dual 0",ED_Final_long_blankelig_year_3_sexcat_1_dual_0.csv,8147814,f,e,emergency room usage,3,.,,1,,0,ed_final_long_blankelig_year_3_sexcat_1_dual_0
"blank eligcat, year 3, sexcat 1, dual 1",ED_Final_long_blankelig_year_3_sexcat_1_dual_1.csv,6458034,f,e,emergency room usage,3,.,,1,,1,ed_final_long_blankelig_year_3_sexcat_1_dual_1
"blank eligcat, year 3, sexcat 2, dual all",ED_Final_long_blankelig_year_3_sexcat_2_dual_all.csv,8846677,f,e,emergency room usage,3,.,,2,,.,ed_final_long_blankelig_year_3_sexcat_2_dual_all
"blank eligcat, year 3, sexcat 2, dual 0",ED_Final_long_blankelig_year_3_sexcat_2_dual_0.csv,8114320,f,e,emergency room usage,3,.,,2,,0,ed_final_long_blankelig_year_3_sexcat_2_dual_0
"blank eligcat, year 3, sexcat 2, dual 1",ED_Final_long_blankelig_year_3_sexcat_2_dual_1.csv,7207918,f,e,emergency room usage,3,.,,2,,1,ed_final_long_blankelig_year_3_sexcat_2_dual_1
"year 3, fltr1&2, eligcat0-3, sexcat all, dual all",ED_Final_long_nonblankelig_fltr12_year_3_sexcat_all_dual_all.csv,9232189,f,e,emergency room usage,3,1230,,.,12,.,ed_final_long_nonblankelig_fltr12_year_3_sexcat_all_dual_all
"year 3, fltr1&2, eligcat0-3, sexcat all, dual 0",ED_Final_long_nonblankelig_fltr12_year_3_sexcat_all_dual_0.csv,8005308,f,e,emergency room usage,3,1230,,.,12,0,ed_final_long_nonblankelig_fltr12_year_3_sexcat_all_dual_0
"year 3, fltr1&2, eligcat0-3, sexcat all, dual 1",ED_Final_long_nonblankelig_fltr12_year_3_sexcat_all_dual_1.csv,6803198,f,e,emergency room usage,3,1230,,.,12,1,ed_final_long_nonblankelig_fltr12_year_3_sexcat_all_dual_1
"year 3, fltr3&4, eligcat0-3, sexcat all, dual all",ED_Final_long_nonblankelig_fltr34_year_3_sexcat_all_dual_all.csv,9509731,f,e,emergency room usage,3,1230,,.,34,.,ed_final_long_nonblankelig_fltr34_year_3_sexcat_all_dual_all
"year 3, fltr3&4, eligcat0-3, sexcat all, dual 0",ED_Final_long_nonblankelig_fltr34_year_3_sexcat_all_dual_0.csv,8201141,f,e,emergency room usage,3,1230,,.,34,0,ed_final_long_nonblankelig_fltr34_year_3_sexcat_all_dual_0
"year 3, fltr3&4, eligcat0-3, sexcat all, dual 1",ED_Final_long_nonblankelig_fltr34_year_3_sexcat_all_dual_1.csv,7099002,f,e,emergency room usage,3,1230,,.,34,1,ed_final_long_nonblankelig_fltr34_year_3_sexcat_all_dual_1
"year 3, fltr1&2, eligcat0-3, sexcat 1",ED_Final_long_nonblankelig_fltr12_year_3_sexcat_1.csv,19647710,f,e,Emergency Room,3,1230,,1,12,,ed_final_long_nonblankelig_fltr12_year_3_sexcat_1
"year 3, fltr3&4, eligcat0-3, sexcat 1",ED_Final_long_nonblankelig_fltr34_year_3_sexcat_1.csv,20301570,f,e,Emergency Room,3,1230,,1,34,,ed_final_long_nonblankelig_fltr34_year_3_sexcat_1
"year 3, fltr1&2, eligcat0-3, sexcat 2",ED_Final_long_nonblankelig_fltr12_year_3_sexcat_2.csv,19775946,f,e,Emergency Room,3,1230,,2,12,,ed_final_long_nonblankelig_fltr12_year_3_sexcat_2
"year 3, fltr3&4, eligcat0-3, sexcat 2",ED_Final_long_nonblankelig_fltr34_year_3_sexcat_2.csv,20436213,f,e,Emergency Room,3,1230,,2,34,,ed_final_long_nonblankelig_fltr34_year_3_sexcat_2
"year 4, eligcatall, sexcat all, dual all",ED_Final_long_blankelig_year_4_sexcat_all_dual_all.csv,9982630,f,e,emergency room usage,4,.,,.,,.,ed_final_long_blankelig_year_4_sexcat_all_dual_all
"year 4, eligcatall, sexcat all, dual 0",ED_Final_long_blankelig_year_4_sexcat_all_dual_0.csv,9241308,f,e,emergency room usage,4,.,,.,,0,ed_final_long_blankelig_year_4_sexcat_all_dual_0
"year 4, eligcatall, sexcat all, dual 1",ED_Final_long_blankelig_year_4_sexcat_all_dual_1.csv,7926501,f,e,emergency room usage,4,.,,.,,1,ed_final_long_blankelig_year_4_sexcat_all_dual_1
"blank eligcat, year 4, sexcat 1, dual all",ED_Final_long_blankelig_year_4_sexcat_1_dual_all.csv,8724309,f,e,emergency room usage,4,.,,1,,.,ed_final_long_blankelig_year_4_sexcat_1_dual_all
"blank eligcat, year 4, sexcat 1, dual 0",ED_Final_long_blankelig_year_4_sexcat_1_dual_0.csv,8168935,f,e,emergency room usage,4,.,,1,,0,ed_final_long_blankelig_year_4_sexcat_1_dual_0
"blank eligcat, year 4, sexcat 1, dual 1",ED_Final_long_blankelig_year_4_sexcat_1_dual_1.csv,6424938,f,e,emergency room usage,4,.,,1,,1,ed_final_long_blankelig_year_4_sexcat_1_dual_1
"blank eligcat, year 4, sexcat 2, dual all",ED_Final_long_blankelig_year_4_sexcat_2_dual_all.csv,8878836,f,e,emergency room usage,4,.,,2,,.,ed_final_long_blankelig_year_4_sexcat_2_dual_all
"blank eligcat, year 4, sexcat 2, dual 0",ED_Final_long_blankelig_year_4_sexcat_2_dual_0.csv,8160221,f,e,emergency room usage,4,.,,2,,0,ed_final_long_blankelig_year_4_sexcat_2_dual_0
"blank eligcat, year 4, sexcat 2, dual 1",ED_Final_long_blankelig_year_4_sexcat_2_dual_1.csv,7181258,f,e,emergency room usage,4,.,,2,,1,ed_final_long_blankelig_year_4_sexcat_2_dual_1
"year 4, fltr1&2, eligcat0-3, sexcat all, dual all",ED_Final_long_nonblankelig_fltr12_year_4_sexcat_all_dual_all.csv,9242518,f,e,emergency room usage,4,1230,,.,12,.,ed_final_long_nonblankelig_fltr12_year_4_sexcat_all_dual_all
"year 4, fltr1&2, eligcat0-3, sexcat all, dual 0",ED_Final_long_nonblankelig_fltr12_year_4_sexcat_all_dual_0.csv,8032956,f,e,emergency room usage,4,1230,,.,12,0,ed_final_long_nonblankelig_fltr12_year_4_sexcat_all_dual_0
"year 4, fltr1&2, eligcat0-3, sexcat all, dual 1",ED_Final_long_nonblankelig_fltr12_year_4_sexcat_all_dual_1.csv,6791286,f,e,emergency room usage,4,1230,,.,12,1,ed_final_long_nonblankelig_fltr12_year_4_sexcat_all_dual_1
